,0,1,2,3
0,3. Perform basic preventive maintenance servicing for Backhoe Loader,3.1 Identify minor and major defects 3.2 Identify and explain the use of basic hand tools and consumables 3.3 Use basic hand tools in servicing minor defects and os parts 3.4 Prepare equipment report 3.5 Perform good housekeeping,Lecture Practical demonstration,Observation Demonstration with oral questioning Written test
